Abstract,Choose,Article Title
"Producing biofuel feedstock on marginal lands is a viable way to offset fossil fuel production, global warming, and other adverse environmental impacts, while at the same time performing positive ecosystem services by reclaiming unused areas with value producing activities. This research study explored low-input production of sunflower biodiesel feedstock on abandoned mine land (AML) from coal mining refuse treated with bauxite residue (alkaline clay) through the lens of Life Cycle Assessment (LCA). An attributional LCA was conducted from the gate of an aluminum production facility (which produces the bauxite residue), through AML amelioration and low-input agricultural activities, to the gate of a biodiesel production facility. A 26 ha (ha) coal mine refuse pile located in Mather, PA, (91 km south of Pittsburgh), was used as an example location. Analysis of published agricultural data and greenhouse research led to a conservative sunflower oilseed yield of 500 kg/ha estimate, with a subsequent biodiesel yield of 190 kg/ha (217 I/ha). Results show substantial impact from the initial soil amendment process, however, when compared to complete restoration of the AML and other similar fuel production activities, overall environmental impacts over a twenty-year production,cycle are sensible. An alterhative allocation of the bauxite residue transport (i.e. associating transport impacts to aluminum industry) and addition of other fuel conversion pathways would show an improved energy return and better environmental outlook from biofuel production on AML. (C) 2015 Elsevier Ltd. All rights reserved.",1.0,Life cycle assessment of sunflower cultivation on abandoned mine land for biodiesel production
"Farm-level environmental impact assessments for U.S. agriculture exist, but results are often not comparable because of different methodologies used. The objective of this research was to estimate the greenhouse gas emissions (GHG) levels for multicrop farms in the United States. A partial life cycle assessment (LCA) for 47 representative grain farms was performed, showing heterogeneous emissions across farm size, crops, and regions. Emissions of carbon dioxide (CO2), methane (CH4), and nitrous oxide (N2O) were estimated and transformed into CO2 equivalents (CO(2)e) per hectare and kilogram of production. The GHG emission intensity was affected by three characteristics: location, farm size, and cropping system. When crops were grown in different regions, they had different GHG intensities because of differences in soil quality, yields, and production efficiency. Emissions tended to be less per hectare and ton of the crop on larger farms. Crops grown outside their principal production regions were often more GHG-intensive than the same crops in their principal growing regions. The results of this study suggested that there was a correlation between production efficiency and GHG efficiency with higher yielding and/or larger operations having reduced emissions per unit of output.",1.0,Greenhouse Gas Emissions from U.S. Grain Farms
"Agriculture is considered to be one of the main drivers for worldwide biodiversity loss but the impacts of agricultural production on biodiversity have not been extensively considered in Life Cycle Assessments (LCAs). Recent realisation that biodiversity impact should be included in comprehensive LCAs has led to attempts to develop and implement methods for biodiversity impact assessment. In this review, twenty-two different biodiversity impact assessment methods have been analysed to identify their strengths and weaknesses in terms of their comprehensiveness in the evaluation of agricultural products. Different criteria, which had to meet the specific requirements of biodiversity research, life cycle assessment methodology, and the evaluation of agricultural products, were selected to investigate the identified methods. Very few of the methods were developed with the specific intention of being used for agricultural LCAs. Furthermore, none of the methods can be applied globally while at the same time being able to differentiate between various agricultural intensities. Global value chains and the increasing awareness of different biodiversity impacts of agricultural production systems demand the development of evaluation methods that are able to overcome these shortcomings. Despite the progress that has already been achieved, there are still unresolved difficulties which need further research and improvement. (C) 2016 Elsevier Ltd. All rights reserved.",0.0,The challenges of including impacts on biodiversity in agricultural life cycle assessments
"The wine sector is going through a significant evolution dealing with the challenges of competition issues in international markets and with necessary commitments to sustainability improvement. In the wine supply chain, the agricultural phase represents a potential source of pollution and costs. From the farmers' point of view, these contexts require them to be more attentive and find a compromise among environmental benefits, economic benefits, and costs linked to farming practices. This paper aims to make a sustainability assessment of different wine-growing scenarios located in Calabria (Southern Italy) that combines conflicting insights, i.e., environmental and economic ones, by applying Life Cycle Assessment (LCA) and Life Cycle Costing (LCC) to identify the main hotspots and select the alternative scenarios closest to the ideal solution through the VIKOR multicriteria method. In particular, the latter allowed us to obtain synthetic indices for a two-dimensional sustainability assessment. Conventional practices associated to the espalier training system represent the best compromise from both environmental and economic points of view, due to the higher yield per hectare. The choices regarding Functional Unit (FU) and indicators were shown to have a high influence on results.",1.0,"Assessment of Environmental and Economic Impacts of Vine-Growing Combining Life Cycle Assessment, Life Cycle Costing and Multicriterial Analysis"
"Envelope insulation is a relevant technical solution to cut energy consumption and reduce environmental impacts in buildings. Insulation Cork Boards (ICB) are a natural thermal insulation material whose production promotes the recycling of agricultural waste. The aim of this paper is to determine and evaluate the environmental impacts of the production, use, and end-of-life processing of ICB. A cradle-to-cradle environmental Life Cycle Assessment (LCA) was performed according to International LCA standards and the European standards on the environmental evaluation of buildings. These results were based on site-specific data and resulted from a consistent methodology, fully described in the paper for each life cycle stage: Cork oak tree growth, ICB production, and end-of-life processing-modeling of the carbon flows (i.e., uptakes and emissions), including sensitivity analysis of this procedure; at the production stage-the modeling of energy processes and a sensitivity analysis of the allocation procedures; during building operation-the expected service life of ICB; an analysis concerning the need to consider the thermal diffusivity of ICB in the comparison of the performance of insulation materials. This paper presents the up-to-date cradle-to-cradle environmental performance of ICB for the environmental categories and life-cycle stages defined in European standards.",0.0,Insulation Cork Boards-Environmental Life Cycle Assessment of an Organic Construction Material
"The goal of this study was to develop a cradle to farm gate life cycle inventory and assess the environmental impacts of strawberry production in four major strawberry producing states of the United States: California, Florida, North Carolina and Oregon, representing 99% of the United States strawberry production. Life cycle environmental impacts depend strongly on geographic location and production practices. Data for California and North Carolina strawberry production were collected in collaboration with agricultural economists from those states using the LCA Extended Enterprise Budget Excel sheet (version 4.11). Data for Florida strawberry production were collected from the state's existing enterprise budget (a detailed accounting of production costs and returns which estimates profitability of an enterprise). Data related to Oregon strawberry production were obtained through interviews with strawberry producers. OpenLCA software was used to conduct life cycle assessment for strawberry production. Missing unit processes for production of agricultural machinery, pesticides, fertilizers and materials were modeled based on existing literature. In order to better assess the sustainability of strawberry production, three metrics encompassing nitrogen productivity, phosphorous productivity and fossil energy productivity were introduced. Global warming potential for California, Florida, North Carolina and Oregon strawberry production was estimated to be 1.75, 2.50, 5.48 and 2.21 kg CO2-eq per 1 kg of strawberry, respectively. The difference between LCA results was due to variation in yield and management practices which depend on geographic location. Plastics, fuels and fertilizers were the inputs with the highest contribution to environmental impact categories. California strawberry production scored the highest on three sustainability metrics mainly due to having the highest strawberry yield. (C) 2016 Elsevier Ltd. All rights reserved.",1.0,Cradle to farm gate life cycle assessment of strawberry production in the United States
"Despite constant changes to the industry in recent years, Argentina remains one of the most important producers of biodiesel in the world. Approximately 90% of the biodiesel produced in Argentina is from soybean, a fact which has raised concern over the fuel's sustainability. For this reason, alternative crops such as Jatropha curcas are being explored. The aim of this study is to assess the environmental impact of Jatropha-based biodiesel for the specific case of Argentina through life cycle assessment (LCA). The processes considered in this study include Jatropha seed cultivation, seed transportation, oil extraction, and transesterification. Two cultivation scenarios are examined in order to explore trade-offs between land use type and agricultural inputs. This study also incorporates land and water use, which are typically omitted from LCA due to complexity and lack of available information. Inventory data for the system were collected and analyzed using the ReCiPe impact assessment method. The results show a 21% reduction of kg CO2 equivalent for the overall Jatropha biodiesel production process when using fertile land with low-input agriculture instead of marginal land use with fertilizer and irrigation.",0.0,Life Cycle Analysis of Jatropha Curcas as a Sustainable Biodiesel Feedstock in Argentina
"Second generation biofuels offer a means of reducing greenhouse gas emissions and storing or delaying soil carbon emissions relative to petroleum-based fuels depending upon the strategy used to synthesize the biofuel and co-products. Unless mitigated, the soil organic carbon and nitrogen loss resulting from removing agricultural residues for biofuel production may cause life cycle greenhouse gas emissions to surpass national policy thresholds, and thus risk non-compliance with renewable fuel policy. Strategies to mitigate soil organic carbon loss such as using nutrient and carbon-rich, and stable land amendments will lead to time-variable greenhouse gas credits. Recent studies have argued for using time-dependent rather than time-averaged radiative forcing methods for biofuel greenhouse gas accounting but few life cycle assessment studies have examined the impact of time-varying emissions of soil organic carbon using theintergovemmental Panel on Climate Change tier 3 models. This study applies a time-dependent radiative forcing approach to a 100-year time-series data set of life cycle greenhouse gas emissions for lignocellulosic ethanol that includes temporally variable soil greenhouse gas emissions. This study demonstrates that averaging soil emissions and neglecting the time when the sequestration or release occurs within a selected time horizon can lead to a 9% to over 80% overestimation of the magnitude of the effect of the mitigation strategy. This affirms that employing strategies to maintain soil organic carbon stock early within a biofuel program supports climate change mitigation. Such strategies would guide farmers to best manage soil carbon within the biofuel production life cycle. Time-dependent approaches underscore the need for early measures of greenhouse gas curtailment to support sustainable renewable biofuel and agricultural policy. (C) 2015 Elsevier Ltd. All rights reserved.",0.0,Time effects of climate change mitigation strategies for second generation biofuels and co-products with temporary carbon storage
"With 7.5% total nutritional value, pork is a staple food for many members of the Austrian population. Among members of the general public, little is known about the environmental impacts from farm to fork in the production of pork. This paper identifies three main impact categories for the environmental profile of Austrian pork using the Life Cycle Assessment (LCA) method. In a transparent and comprehensive manner, this LCA studied environmental impacts occurring throughout the production chain of pork, also including the transport and consumption stages. The results are expressed in terms of the global warming potential (GWP), soil acidification and eutrophication, specifically in CO2-equivalents, SO2-equivalents and NO3-equivalents normalized to one kg of fresh Austrian pork (carcass weight) as the functional unit. The main results of the study indicated that the environmental burden is primarily related to the farming stage: 92.3% of GWP, 98.4% of soil acidification and 95.4% of eutrophication. The processes taking place after the agriculture stage (i.e., during the slaughtering stage, retail market and consumption) play a minor role, except for the relative impact of eutrophication during the slaughtering stage. The transportation that took place between the different life cycle stages only marginally influenced the emissions analysed, with private transport from the retail market to the household contributing most of the emissions considered in this part of the life cycle. These results point to the farming stage as the main focus for future improvements. Due to its high contribution to the GWP, soil acidification and eutrophication potential, enhancing the efficiency and environmental protection measures implemented during the farming stage (or improving the choice of commodities used from feed production) could generate the highest reductions in impacts on soil acidification, eutrophication and potentially on the global climate. (C) 2016 Elsevier. Ltd. All rights reserved.",1.0,From farm to fork - A life cycle assessment of fresh Austrian pork
"As nonfood oilseed varieties are being rapidly developed, new varieties may affect agricultural production efficiency and lifecycle assessment results. Current, detailed feedstock production information is necessary to accurately assess impacts of the biofuel life-cycle. The life-cycle impacts of four nonfood oilseeds (carinata [Brassica carinata L. Braun], camelina [Camelina satvia L. Crantz], canola or rapeseed [Brassica napus L.], and sunflower [Helianthus annuus L.]) were modeled using Argonne National Laboratory's GREET model to compare feedstocks for renewable biojet production using cold-press oil extraction. Only feedstock-related inputs were varied, allowing isolation of feedstock influence. Carinata and camelina performed slightly better than other oilseed crops at most product stages and impact categories as a result of current, low-input agricultural information and new feedstock varieties. Between 40 to 50% of SOx and NOx emissions, similar to 25% of greenhouse gas (GHG) emissions, and similar to Z40% of total energy consumption for the biojet production impact occurred during feedstock production. Within the first standard deviation, total well-to-tank emissions varied between similar to 13% (GHG) and similar to 35% (SOx) for all feedstocks emphasizing the importance of accurate agricultural production information. Nonfood oilseed feedstock properties (e.g., oil content, density) and agricultural management (e.g., fertilization, yield) affect life-cycle assessment results. Using biofuels in feedstock production and focusing on low-impact management would assist producers in improving overall product sustainability.",1.0,Life-Cycle Assessment of Oilseeds for Biojet Production Using Localized Cold-Press Extraction
"This paper aimed at evaluating the environmental impacts of kiwifruit production in Guilan province of Iran using Life Cycle Assessment (LCA) methodology and Cobb-Douglas (CD) modeling. For this purpose, a functional unit (FU) equal to one tonne kiwifruit was applied based on ISO 14,040 methods. Data were obtained from 84 kiwifruit producers using a questionnaire during 2012-2013. Seven impact categories were selected to be evaluated using the life cycle of kiwifruit in the region. The results of data analysis revealed that the amounts of emissions, including NH3, N2O, NOx, CO2, CH4 and SO2, for one tonne production of kiwifruit were 2.00, 0.34, 0.30, 45.08, 0.06 and 0.15, respectively. Characterization indices included global warming potential, acidification, terrestrial eutrophication, land use, the depletion of fossil resources, the depletion of phosphate, and the depletion of potash were calculated as 152.18 kg CO(2)eq, 3.53 kg SO(2)eq, 9.15 kg NO(x)eq, 0.32 ha, 531.23 MJ, 2.57 kg P2O5 and 0.83 kg K2O, respectively. Indicators for environmental index (Eco-indeX) and resource depletion (RDI) were 0.35 and 0.45, respectively. High potentials for environmental impacts due to depletion of phosphate resources and eutrophication in the RDI and Eco-indeX Indicators were found. The results of LCA + CD showed that the impacts of inputs, including diesel fuel, phosphate and potash fertilizers on the yield of kiwifruit were positive, while the impacts of urea fertilizer on the yield was negative. To conclude, due to the high environmental impacts of urea fertilizer and its negative effect on kiwifruit yield, it is recommended to replace urea with other sources of nitrogen fertilizer which have lower environmental impacts. (C) 2016 Elsevier Ltd. All rights reserved.",1.0,Integration of life cycle assessment and Cobb-Douglas modeling for the environmental assessment of kiwifruit in Iran
"Soil carbon sequestration, a climate change mitigation option for agriculture, can either increase or decrease as a result of land management change (LMC) and land use change (LUC). To estimate all greenhouse gas (GHG) exchanges associated with various agricultural systems, life cycle assessments (LCAs) are frequently undertaken. To date LCA practitioners have not had a well-defined procedure to account for soil C in their assessments and as a consequence it is often not included. In this study, various methods used to estimate soil C changes due to (i) LMC and (ii) LUC are examined to assess soil C accounting methodologies in the life cycle inventory (LCI) of agricultural LCAs. A compromise between accuracy and completeness in LCA methods is necessary. A ranking of the preference of soil C accounting methods is suggested based on user expertise and data quality. For large scale assessment, the timing of soil CO2 emissions should be taken into account. If indirect LUC is relevant, a sensitivity analysis of assessment methods should be conducted because the methods highly affect assessment results. A common soil C accounting method that can be easily applied in agricultural LCA needs to be established and an agreement on indirect LUC methods will facilitate the assessment of LMC and LUC within agricultural LCAs. Crown Copyright (C) 2015 Published by Elsevier Ltd. All rights reserved.",0.0,Accounting for soil carbon changes in agricultural life cycle assessment (LCA): a review
"In recent years, there has been an increasing interest in Life Cycle Assessment (LCA) applied to estimate the cradle-to-grave environmental impact of agricultural products or processes. Furthermore, including in the analysis an economic evaluation, from the perspective of an integrated life cycle approach, appears nowadays as a fundamental improvement. In particular, Life Cycle Costing (LCC), is a method that could integrate financial data and cost information with metrics of life cycle approaches. In this study, LCA in conjunction with LCC methods were used, with the aim to evaluate the main cost drivers-environmental and economic-of five widely diffused and market-valued agricultural productions (organic tomato and pear, integrated wheat, apple and chicory) and to combine the results in order to understand the long-term externalities impacts of agricultural productions. Data obtained in local assessment show a wide margin of improvement of resources management at farms level in the short-term, but also allow for the investigation of future effects of environmental impacts not expressed in product price on the market. Reaching a real sustainable model for agriculture could be a value added approach firstly for farmers, but also for all the people who live in rural areas or use agricultural products.",1.0,Life Cycle Based Evaluation of Environmental and Economic Impacts of Agricultural Productions in the Mediterranean Area
"The theory on the carbon footprint of agriculture can systematically evaluate the carbon emissions caused by artificial factors from the agricultural production process, which is the theoretical basis for constructing low-carbon agriculture and has important guiding significance for realizing low-carbon agriculture. Based on farm production survey data from Jilin Province in 2014, this paper aims to obtain a clear understanding of the carbon footprint of maize production through the following method: (1) one ton of maize production was evaluated systematically by using the Life Cycle Assessment (LCA); (2) the carbon emissions of the whole system were estimated based on field measurement data, (3) using the emission factors we estimated Jilin's carbon footprint for the period 2006-2013, and forecasted it for the period from 2014 to 2020 using the grey system model GM (1, 1).",1.0,"Carbon Footprint Analysis for Mechanization of Maize Production Based on Life Cycle Assessment: A Case Study in Jilin Province, China"
"Comprehensive assessment tools are needed that reliably describe environmental impacts of different agricultural systems in order to develop sustainable high yielding agricultural production systems with minimal impacts on the environment. Today, Life Cycle Assessment (LCA) is increasingly used to assess and compare the environmental sustainability of agricultural products from conventional and organic agriculture. However, LCA studies comparing agricultural products from conventional and organic farming systems report a wide variation in the resource efficiency of products from these systems. The studies show that impacts per area farmed land are usually less in organic systems, but related to the quantity produced impacts are often higher. We reviewed 34 comparative LCA studies of organic and conventional agricultural products to analyze whether this result is solely due to the usually lower yields in organic systems or also due to inaccurate modeling within LCA. Comparative LCAs on agricultural products from organic and conventional farming systems often do not adequately differentiate the specific characteristics of the respective farming system in the goal and scope definition and in the inventory analysis. Further, often only a limited number of impact categories are assessed within the impact assessment not allowing for a comprehensive environmental assessment. The most critical points we identified relate to the nitrogen (N) fluxes influencing acidification, eutrophication, and global warming potential, and biodiversity. Usually, N-emissions in LCA inventories of agricultural products are based on model calculations. Modeled N-emissions often do not correspond with the actual amount of N left in the system that may result in potential emissions. Reasons for this may be that N-models are not well adapted to the mode of action of organic fertilizers and that N-emission models often are built on assumptions from conventional agriculture leading to even greater deviances for organic systems between the amount of N calculated by emission models and the actual amount of N available for emissions. Improvements are needed regarding a more precise differentiation between farming systems and regarding the development of N emission models that better represent actual N-fluxes within different systems. We recommend adjusting N- and C-emissions during farmyard manure management and farmyard manure fertilization in plant production to the feed ration provided in the animal production of the respective farming system leading to different N- and C-compositions within the excrement. In the future, more representative background data on organic farming systems (e.g. N content of farmyard manure) should be generated and compiled so as to be available for use within LCA inventories. Finally, we recommend conducting consequential LCA if possible when using LCA for policy-making or strategic environmental planning to account for different functions of the analyzed farming systems. (C) 2014 Elsevier Ltd. All rights reserved.",0.0,Environmental impacts of organic and conventional agricultural products - Are the differences captured by life cycle assessment?
"Despite the agro-food sustainability issues have been developed and strengthened considerably for a long time, from an operational point of view the sustainable agriculture is still evolving and improvements of production systems are increasingly required to move farmers toward the implementation of agricultural practices environmental friendly and economically viable. Therefore, the evaluation of the economic sustainability becomes a key prerequisite to carry out business operations, while the environmental sustainability assessment can be a strategic tool also to increase the value of product and to structure green-oriented marketing strategies. In this sense, the development of innovative approaches for a systemic and integrated assessment of the sustainability represents an ambitious goal to pursue for scientists, practitioners and for the overall society. In this study, Life Cycle Assessment (LCA) and Life Cycle Costing (LCC) were applied to evaluate, jointly, the environmental and economic sustainability of different vineyard production scenarios in a PDO (Protected Designation Origin) wine-growing area in southern Italy. Two cropping systems (organic and conventional) and two training systems (espalier and gobelet) have been analysed. According to ISO norms 14040 (ISO, 2006a) and 14044 (ISO, 2006b), the study was carried out firstly defining goal and scope of the analysis and, then, considering as functional unit 1 ha of planted surface and as system boundaries the agricultural production phases from cradle to gate, or rather from plantation to wine grapes harvesting, excluding wine processing, distribution and consumption. The considered life cycle goes from vineyard plantation to disposal (25 y). The same life cycle, as well as the same parameters were considered for the LCC methodology by realizing in this way an inventory of costs complementary to LCA inventory data by adding to the analysis also other costs as farm labour remuneration, land and working capital. The results allowed to ranking the sustainability performances of different wine-growing scenarios.",0.0,Integrated Sustainability Appraisal of Wine-growing Management Systems through LCA and LCC Methodologies
"PES (payment for ecosystem services) programmes require evaluation to ensure intended outcomes are realised. Although it is acknowledged that environmental consequences of PES schemes should be considered from a wider systems perspective, there is no recommendation on any evidence-based framework to support such assessment. A starting point to address this gap is that Life Cycle Assessment (LCA) offers advantages for the evaluation of local PES proposals by identifying whether an increase in ecosystem benefit from PES schemes is undermined by (1) displacement of environmental impact to another part of the agricultural product supply chain; (2) displacement of environmental impact to another impact category (environmental trade-offs); (3) indirect environmental effects within the landowners property (activity shifting); and (4) indirect environmental effects elsewhere (indirect land use change to compensate for loss of output where PES operates). However, LCA continues to remain an evolving field of science; as the analytic capability of LCA develops in terms of reducing uncertainty, including regional detail and economic and social aspects, it will further help for a more thorough assessment of land use policies such as PES schemes. (C) 2014 Elsevier Ltd. All rights reserved.",0.0,A framework for assessing local PES proposals
"The environmental effects of anaerobic digestion (AD) plants have not, to date, been thoroughly analysed. The technology of biogas production has developed enormously in the last 10 years, with equipment functioning at ever-improving efficiency. In the present study, we aimed to examine the environmental effects of biogas plants that operate with the same power production capacity, but use different raw materials during the full life cycle. In addition, the environmental effects that occur during the establishment of AD plants were defined and contrasted against emissions during the full life cycle. In life cycle analysis (LCA), the greenhouse gas (GHG) emission effect of biogas production was measured as kg CO2 eq/kWh(e), the acidification potential as kg SO2 eq/kWh(e), and the eutrophication potential as kg PO4 eq/kWh(e). The calculations proved that an AD plant that processes only energy crops as raw materials can be regarded as a CO2 absorber (-188 g/kWh(e)). The CO2 emission of all three examined plants was below the average emission of electrical power currently produced in a conventional manner. The AD plant that processes low-energy-density agricultural wastes produced 7.7% of its full-life-cycle CO2 emissions during its construction phase, compared with a 0.9% ratio for the AD plant processing only energy crops. However, the manure-based AD plant contributed the most to the decline in environmental acidification. (C) 2014 Elsevier Ltd. All rights reserved.",0.0,Comparison of the environmental effects of manure- and crop-based agricultural biogas plants using life cycle analysis
"The environmental awareness of people has increased in recent decades, and the demand for environmentally friendly products has caused agro-scientists to give more attention to cleaner production. Life cycle assessment (LCA) has been identified as a suitable tool for assessing environmental impacts associated with a product over its life cycle. The implementation of LCA with other management tools can help LCA practitioners to evaluate agri-food systems from different viewpoints. In this study, LCA, multi-objective genetic algorithm (MOGA), and data envelopment analysis (DEA) were combined, and the pros and cons of their application were investigated. Three impact categories global warming (GW), respiratory inorganics (RI) and non-renewable energy use (NRE) - were selected to be evaluated. The results revealed mean RI, GW and NRE in a case study of watermelon production of 10.3 kg PM2.5 eq ha(-1), 9485.5 kg CO2 eq ha(-1) and 186,432 MJ primary energy ha(-1) respectively. The results of LCA + MOGA showed that a reduction of 27% in RI and 35% in GW and NRE can occur if an appropriate combination of resources is used in watermelon production. The use of LCA + DEA revealed that if all farmers operate on the efficient frontier (suggested values) impacts in all three categories can be reduced by 8%. (C) 2014 Elsevier Ltd. All rights reserved.",1.0,Decreasing environmental impacts of cropping systems using life cycle assessment (LCA) and multi-objective genetic algorithm
"The usage modeling in life cycle assessment (LCA) is rarely discussed despite the magnitude of environmental impact from the usage stage. In this paper, the usage modeling technique, predictive usage mining for life cycle assessment (PUMLCA) algorithm, is proposed as an alternative of the conventional constant rate method. By modeling usage patterns as trend, seasonality, and level from a time series of usage information, predictive LCA can be conducted in a real time horizon, which can provide more accurate estimation of environmental impact. Large-scale sensor data of product operation is suggested as a source of data for the proposed method to mine usage patterns and build a usage model for LCA. The PUMLCA algorithm can provide a similar level of prediction accuracy to the constant rate method when data is constant, and the higher prediction accuracy when data has complex patterns. In order to mine important usage patterns more effectively, a new automatic segmentation algorithm is developed based on change point analysis. The PUMLCA algorithm can also handle missing and abnormal values from large-scale sensor data, identify seasonality, and formulate predictive LCA equations for current and new machines. Finally, the LCA of agricultural machinery demonstrates the proposed approach and highlights its benefits and limitations. (C) 2015 Elsevier Ltd. All rights reserved.",0.0,Predictive usage mining for life cycle assessment
"this paper presents an analysis of the environmental impacts during hydraulic fracturing process of shale gas in Tunisia. The different steps of hydraulic fracturing process of shale gas such as site preparation, exploration, development, production, distribution and closing wells are described to analyze operation of the process. A Life Cycle Assessment (LCA) approach was achieved out focusing on both exploration and development stages of hydraulic fracturing process. The SimaPro Software based on ReCip Endpoint version 1.06 methods was used as the assessment tool to indicate the environmental impacts quantitatively. The results of LCA affirm that the process of hydraulic fracturing contributes to the impact category such as climate change, ozone depletion, human toxicity, photochemical oxidant formation, particulate matter formation, ionizing radiation, climate change ecosystems, terrestrial acidification, freshwater eutrophication, terrestrial ecotoxicity, freshwater ecotoxicity, marine ecotoxicity, agricultural land occupation, urban land occupation, natural land transformation, metal depletion and fossil depletion.",0.0,Life Cycle Assessment Impact of fraking Shale gas in Tunisia
"In order to solve the energy crisis and reduce emissions of greenhouse gases (GHG), renewable energy resources are exploited for power generation. Because lignocellulosic biomass resources are abundant and renewable, various technologies are applied to using lignocellulosic biomass to derive biofuel and electricity. This paper focuses on power generation from lignocellulosic biomass and comparison of the effects of different feedstocks, transportation, and power generation technologies evaluated through life cycle assessment (LCA). The inputs and boundaries of LCA vary with different feedstocks, such as forestry wood, agricultural residues, and fast-growing grass. For agricultural residues and fast-growing grass, the transportation cost from field to power plant is more critical. Three technologies for power generation are analyzed both with and without pelletization of lignocellulosic biomass. The GHG emissions also vary with different feedstocks and depend on burning technologies at different plant scales. The daily criteria pollutant emissions of power generation from different lignocellulosic biomass were evaluated with a life cycle assessment model of GREET.net 2014. It is concluded that bio-power generation is critical with the urgency of greenhouse effects.",0.0,The Comparative Life Cycle Assessment of Power Generation from Lignocellulosic Biomass
"The first step towards a sustainable agriculture is to know the impacts that it generates. Although this is a complex task, since the environmental impact of agriculture depends not only on the production system (e.g. conventional or organic) and farmer practices, but also on the production site (soil and climate conditions). The aim of this study is to assess the environmental impact of clementine production farming systems (conventional, CFS, and organic, OFS) in Italy (Calabria region) and Spain (Comunidad Valenciana) through Life Cycle Assessment (LCA). The functional unit to which the results were referred was 1 hectare (ha(-1)). The system boundaries considered were from farm gate to farm gate, which included the production of the machinery, fertilizers and pesticides and also the field operations. The study is based on one year of primary data, collected from surveys of 19 Italian and 23 Spanish farmers. Ten impact categories were assessed by CML2001 and USEtox methods. No significant differences were found between CFS and OFS in both countries and the impacts present a high variability depending on the farm. In CFS the fertilizers production is the stage most impacting in almost all categories (Global Warming Potential: Italy 92% - Spain 89%; Acidification: Italy 91% - Spain 80%) with the exception for the Ecotoxicity in which field operations have a great contribution (Spain: 97%; Italy: 78%). Regarding OFS, no stage contributes specifically to all the impacts. The main difference between Italian and Spanish organic farms arises in the Ecotoxicity category. In Italy the stage with the greatest contribution is the production of fertilizers (87%), whereas in Spain it is the field operation (95%). In general, the impacts generated by OFS are lower than for CFS. The LCA results of this study allow identifying those agricultural practices that can help to reach a more environmentally sustainable agriculture.",0.0,Environmental sustainability of the clementine production systems in Italy and Spain:. an approach based on Life Cycle Assessment
"Sustainability issues have driven academic researchers towards the definition of methodological tools to assess the impacts derived from products and services and to make them more ecologically friendly, economically profitable and socially suitable, and whose results have to be clear and understandable to a broad public. In the evaluation of complex socio-environmental systems, like agricultural ones, uncertainty often arises and the quality of decision processes can be a high concern. This paper presents the conceptual and methodological framework of an Italian research project entitled MIMeSMAS, i.e. Multidisciplinary and Innovative Methodologies for Sustainable Management in Agricultural Systems. Through a multidisciplinary, multi-methodological, systemic and participatory approach, the project attempts to define an integrated approach for the assessment of environmental, economic and social sustainability of innovative agricultural practices in Mediterranean areas. The project activities are carried out by four Italian research institutions in order to bring together agronomic, hydraulic and mechanical expertise and to conduct a combined implementation of Life Cycle methodologies (LCA, LCC and s-LCA) and multi-criteria analysis tools. The approach is applied to assess and rank alternative cropping systems scenarios; results are expected to help optimising the management of soil, water and energy macro-systems of perennial crops (olive), horticultural crops (artichoke) and dedicated energy crops (giant reed). In this paper the theoretical concept of the project, the preliminary results of project's activities linked to the identification of experimental trials scenarios and to the definition of specific indicators are presented.",0.0,MULTIDISCIPLINARY AND INNOVATIVE METHODOLOGIES FOR SUSTAINABLE MANAGEMENT IN AGRICULTURAL SYSTEMS
"This paper describes a collaborative approach to ontology development for data qualification for life cycle assessment by taking into consideration the Life Cycle Inventory (LCI) and Data Quality Indicator (DQI). The developed ontology is integrated with rule-based knowledge, to provide user-defined policies for LCI based on DQI. An ontology application management framework is developed to provide a collaborative environment for knowledge engineers and domain experts to define the knowledge explication and recommendation rules based on usage scenario. LCI data from agricultural domain is collected, and mapped to the knowledge base. To demonstrate the advantage of transformed rules, a scenario-based recommender system is built on top of the ontology, and carries out data quality measurement.",0.0,Toward Collaborative LCA Ontology Development: a Scenario-Based Recommender System for Environmental Data Qualification
"When removing biomass residues from the agriculture for bioenergy utilization, the nutrients and carbon stored within these residual resources are removed as-well. To mitigate these issues the energy industry must try to conserve and not destroy the nutrients. The paper analyses a novel integration between the agricultural system and the energy system through the Low Temperature Circulating Fluidized Bed (LT-CFB) gasifier from the perspective of wheat grain production and electricity generation using wheat straw, where the effects of removing the straw from the agricultural system are assessed along with the effects of recycling the nutrients and carbon back to the agricultural system. The methods used to assess the integration was Life Cycle Assessment (LCA) with IPCC's 2013 100 year global warming potential (GWP) as impact assessment method. The boundary was set from cradle to gate with two different functional units, kg grain and kW h electricity produced in Zealand, Denmark. Two cases were used in the analysis: 1. nutrient balances are regulated by mineral fertilization and 2. the nutrient balances are regulated by yield. The analysis compare three scenarios of gasifier operation based on carbon conversion to two references, no straw removal and straw combustion. The results show that the climate effect of removing the straws are mitigated by the carbon soil sequestration with biochar, and electricity and district heat substitution. Maximum biochar production outperforms maximum heat and power generation for most substituted electricity and district heating scenarios. Irrespective of the substituted technologies, the carbon conversion needs to be 80-86% to fully mitigate the effects of removing the straws from the agricultural system. This concludes that compromising on energy efficiency for biochar production can be beneficial in terms of climate change effect of an integrated wheat production and bioenergy system. (C) 2015 Elsevier Ltd. All rights reserved.",1.0,Climate effect of an integrated wheat production and bioenergy system with Low Temperature Circulating Fluidized Bed gasifier
