model,DOI,Article Title,Label,baseline_prediction,methods_prediction,baseline_input_tokens,methods_input_tokens,token_delta,baseline_generated_tokens,methods_generated_tokens,baseline_elapsed_seconds,methods_elapsed_seconds,elapsed_delta_seconds,baseline_peak_allocated_mb,methods_peak_allocated_mb,peak_allocated_delta_mb,baseline_peak_reserved_mb,methods_peak_reserved_mb,peak_reserved_delta_mb
Qwen/Qwen2.5-7B-Instruct,10.1016/j.jece.2020.104535,Case study on technical feasibility of galvanic wastewater treatment plant based on life cycle assessment and costing approach,1,1,1,370,1023,653,2,2,0.08333771303296089,0.16143640596419573,0.07809869293123484,31196.44287109375,31300.72607421875,104.283203125,31226.0,31342.0,116.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.psep.2024.10.079,Life cycle assessment (LCA) and economic analysis of two-stage anaerobic process of co-digesting palm oil mill effluent (POME) with concentrated latex wastewater (CLW) for biogas production,1,1,1,713,1024,311,2,2,0.13300418574362993,1.5600274722091854,1.4270232864655554,31251.22119140625,31300.88525390625,49.6640625,31274.0,31342.0,68.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.jclepro.2022.135530,Benchmarking sidestream shortcut nitrogen removal processes against nitrous oxide recovery from a life cycle perspective,1,1,1,562,1024,462,2,2,0.1062771687284112,0.16093124961480498,0.054654080886393785,6472.6474609375,6546.427734375,73.7802734375,6520.0,6592.0,72.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.jclepro.2022.130864,Comparative evaluation of different operation scenarios for a full-scale wastewater treatment plant: Modeling coupled with life cycle assessment,1,1,1,719,1024,305,2,2,0.1296859779395163,0.16039833100512624,0.030712353065609932,6497.7216796875,6546.427734375,48.7060546875,6524.0,6592.0,68.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.jclepro.2018.07.208,Diagnosis and evaluation of an early-stage green bio-sorption reactor by life cycle assessment,1,1,1,447,1024,577,2,2,0.09623736329376698,0.16120180720463395,0.06496444391086698,6454.2822265625,6546.427734375,92.1455078125,6496.0,6590.0,94.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.jhazmat.2024.136414,Biochar-bacteria coupling system enhanced the bioremediation of phenol wastewater-based on life cycle assessment and environmental safety analysis,1,1,1,567,1024,457,2,2,0.10540549270808697,0.16130724595859647,0.0559017532505095,6473.4462890625,6546.427734375,72.9814453125,6520.0,6592.0,72.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.jenvman.2018.03.047,Life cycle environmental impacts of advanced wastewater treatment techniques for removal of pharmaceuticals and personal care products (PPCPs),1,1,1,573,1024,451,2,2,0.10560658620670438,0.16050843801349401,0.05490185180678964,6474.404296875,6546.427734375,72.0234375,6522.0,6592.0,70.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.jclepro.2023.139562,Carbon footprint of a conventional wastewater treatment plant: An analysis of water-energy nexus from life cycle perspective for emission reduction,1,1,1,587,1023,436,2,2,0.11475150287151337,0.1612928630784154,0.04654136020690203,6476.6416015625,6546.2685546875,69.626953125,6522.0,6592.0,70.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.jenvman.2021.112171,A life cycle assessment of energy recovery using briquette from wastewater grown microalgae biomass,1,1,1,917,1023,106,2,2,0.15695713413879275,0.16124084312468767,0.0042837089858949184,6529.341796875,6546.2685546875,16.9267578125,6572.0,6592.0,20.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.jclepro.2013.12.002,Life-cycle environmental and economic assessment of sewage sludge treatment in China,1,1,1,419,1024,605,2,2,0.08987299632281065,0.16084664734080434,0.07097365101799369,6449.8115234375,6546.427734375,96.6162109375,6496.0,6590.0,94.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.jenvman.2018.10.033,Cradle-to-grave life cycle assessment (LCA) of low-impact-development (LID) technologies in southern Ontario,1,1,1,714,1024,310,2,2,0.13150953128933907,1.5837787999771535,1.4522692686878145,6496.9228515625,6546.427734375,49.5048828125,6524.0,6592.0,68.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.spc.2024.12.010,Life cycle assessment of biological nutrient removal considering seasonal variations in environmental impacts,1,1,1,599,1024,425,2,2,0.11416904209181666,0.16144834598526359,0.04727930389344692,6478.5576171875,6546.427734375,67.8701171875,6522.0,6592.0,70.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.jclepro.2018.08.300,Life cycle costs of advanced treatment techniques for wastewater reuse and resource recovery from sewage sludge,0,0,0,644,1024,380,2,2,0.12138660112395883,0.16091091837733984,0.039524317253381014,6485.744140625,6546.427734375,60.68359375,6522.0,6592.0,70.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.envres.2020.110458,Assessment of energy use and environmental impacts of wastewater treatment plants in the entire life cycle: A system meta-analysis,1,1,1,564,1024,460,2,2,0.11223322059959173,0.1613136250525713,0.049080404452979565,6472.966796875,6546.427734375,73.4609375,6520.0,6592.0,72.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.watres.2024.121710,Economic and environmental benefits of natural treatment systems for sewage treatment: A life cycle perspective,1,1,1,483,1024,541,2,2,0.09830578416585922,0.16139908181503415,0.06309329764917493,6460.0322265625,6546.427734375,86.3955078125,6498.0,6592.0,94.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.jclepro.2019.118410,Life cycle water use and wastewater discharge of steel production based on material-energy-water flows: A case study in China,1,1,1,491,1024,533,2,2,0.09819333022460341,0.16083876183256507,0.06264543160796165,6461.3095703125,6546.427734375,85.1181640625,6498.0,6592.0,94.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.jenvman.2022.116967,Performance evaluation and life cycle assessment of electrocoagulation process for manganese removal from wastewater using titanium electrodes,1,1,1,667,1024,357,2,2,0.12184046488255262,0.16114253364503384,0.03930206876248121,6489.4169921875,6546.427734375,57.0107421875,6524.0,6592.0,68.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.watres.2023.120376,Electrospun nanofibrous membranes for membrane distillation application-A dynamic life cycle assessment (dLCA) approach,1,1,1,530,1024,494,2,2,0.10811213497072458,0.16073066601529717,0.05261853104457259,6467.5380859375,6546.427734375,78.8896484375,6500.0,6592.0,92.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.jclepro.2019.119327,The eco-efficiency assessment of wastewater treatment plants in the city of Mashhad using emergy and life cycle analyses,1,1,1,482,1024,542,2,2,0.10101124178618193,0.16107591008767486,0.06006466830149293,6459.8720703125,6546.427734375,86.5556640625,6498.0,6592.0,94.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.biortech.2020.122959,Development and life cycle assessment of an auto circulating bioelectrochemical reactor for energy positive continuous wastewater treatment,1,1,1,444,1024,580,2,2,0.09000887209549546,0.16100735403597355,0.07099848194047809,6453.802734375,6546.427734375,92.625,6496.0,6590.0,94.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.buildenv.2019.106316,Whole building life cycle environmental impacts and costs: A sensitivity study of design and service decisions,1,1,1,495,1024,529,2,2,0.098215167876333,0.16105984197929502,0.06284467410296202,6461.9482421875,6546.427734375,84.4794921875,6498.0,6592.0,94.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.jclepro.2024.143673,Life cycle assessment of an industrial-scale petrochemical wastewater treatment plant,1,1,1,739,1024,285,2,2,0.12969199987128377,0.16097203874960542,0.03128003887832165,6500.9150390625,6546.427734375,45.5126953125,6546.0,6592.0,46.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.jenvman.2021.112802,Assessment of small mechanical wastewater treatment plants: Relative life cycle environmental impacts of construction and operations,1,1,1,586,1024,438,2,2,0.11328569194301963,0.16062365286052227,0.04733796091750264,6476.4814453125,6546.427734375,69.9462890625,6522.0,6592.0,70.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.resconrec.2017.01.016,Improved life cycle modelling of benefits from sewage sludge anaerobic digestion and land application,1,1,1,556,1024,468,2,2,1.38044642098248,0.16142937075346708,-1.219017050229013,6471.689453125,6546.427734375,74.73828125,6500.0,6592.0,92.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.jclepro.2016.02.064,Comparative life cycle assessment (LCA) study of heterogeneous and homogenous Fenton processes for the treatment of pharmaceutical wastewater,1,1,1,657,1024,367,2,2,0.12214771611616015,0.16070894384756684,0.03856122773140669,6487.8203125,6546.427734375,58.607421875,6524.0,6592.0,68.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.jclepro.2018.07.197,Life cycle assessment of a microbial desalination cell for sustainable wastewater treatment and saline water desalination,1,1,1,514,1024,510,2,2,0.10473293485119939,0.16110305301845074,0.05637011816725135,6464.9833984375,6546.427734375,81.4443359375,6498.0,6592.0,94.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.scitotenv.2018.12.348,Constructed wetlands for winery wastewater treatment: A comparative Life Cycle Assessment,1,1,1,411,1024,613,2,2,0.08973330119624734,0.16719520185142756,0.07746190065518022,6448.5341796875,6546.427734375,97.8935546875,6496.0,6590.0,94.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.scitotenv.2012.08.096,Is it better to remove pharmaceuticals in decentralized or conventional wastewater treatment plants? A life cycle assessment comparison,1,1,1,483,1024,541,2,2,0.0979325920343399,0.16084143240004778,0.06290884036570787,6460.0322265625,6546.427734375,86.3955078125,6498.0,6592.0,94.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.jclepro.2023.139307,Technological suitability and improvement for shaping environmental performance: A life cycle perspective on Fenton-based wastewater treatment processes,1,1,1,637,1024,387,2,2,0.11430366197600961,0.16100125014781952,0.04669758817180991,6484.625,6546.427734375,61.802734375,6522.0,6592.0,70.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.jece.2021.107064,Integrating life cycle assessment and life cycle costing of fluorescent spent lamps recycling by hydrometallurgical processes aimed at the rare earths recovery,1,1,1,533,1024,491,2,2,0.10489086899906397,1.3199055660516024,1.2150146970525384,6468.017578125,6546.427734375,78.41015625,6500.0,6592.0,92.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.jclepro.2018.02.299,Comparative environmental impact evaluation of palm oil mill effluent treatment using a life cycle assessment approach: A case study based on composting and a combination for biogas technologies in North Sumatera of Indonesia,1,1,1,565,1024,459,2,2,0.10757762473076582,0.16094485810026526,0.053367233369499445,6473.126953125,6546.427734375,73.30078125,6520.0,6592.0,72.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.jclepro.2013.12.051,Comparative life cycle assessment of wastewater treatment in Denmark including sensitivity and uncertainty analysis,1,1,1,537,1024,487,2,2,0.10500246193259954,0.16088692704215646,0.05588446510955691,6468.65625,6546.427734375,77.771484375,6500.0,6592.0,92.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.jclepro.2020.122930,Techno-economic and life cycle assessment of an integrated hydrothermal carbonization system for sewage sludge,1,1,1,506,1024,518,2,2,0.0982144451700151,0.16083299787715077,0.06261855270713568,6463.7041015625,6546.427734375,82.7236328125,6498.0,6592.0,94.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.wri.2022.100184,Using life cycle assessment at an early stage of design and development of zero discharge brine treatment and recovery,1,1,1,456,1024,568,2,2,0.09746029507368803,0.16104848310351372,0.06358818802982569,6455.720703125,6546.427734375,90.70703125,6496.0,6590.0,94.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.jwpe.2021.102476,Integrated Life Cycle Assessment and Life Cycle Cost Assessment based fuzzy multi-criteria decision-making approach for selection of appropriate wastewater treatment system,1,1,1,699,1024,325,2,2,0.12183909490704536,0.1608968530781567,0.039057758171111345,6494.5263671875,6546.427734375,51.9013671875,6524.0,6592.0,68.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.jclepro.2020.120575,Life cycle assessment of A2O bioreactor for meat processing wastewater treatment: An endeavor toward the achievement of environmental sustainable development,1,1,1,504,1024,520,2,2,0.09742818493396044,0.16081134881824255,0.06338316388428211,6463.384765625,6546.427734375,83.04296875,6498.0,6592.0,94.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.scitotenv.2022.159499,Life cycle assessment and techno-economic analysis of nitrogen recovery by ammonia air-stripping from wastewater treatment,1,1,1,633,1024,391,2,2,0.11472798604518175,0.16073538921773434,0.046007403172552586,6483.986328125,6546.427734375,62.44140625,6522.0,6592.0,70.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.jclepro.2024.142249,Application of untreated versus pyrolysed sewage sludge in agriculture: A life cycle assessment,1,1,1,640,1024,384,2,2,0.1144102681428194,0.16114475205540657,0.046734483912587166,6485.103515625,6546.427734375,61.32421875,6522.0,6592.0,70.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.jclepro.2022.131838,An integrated techno-economic analysis on wastewater reclamation in Hong Kong: A comprehensive cost - Benefit analysis with life cycle assessment,1,1,1,624,1024,400,2,2,0.11531686503440142,0.16084326524287462,0.045526400208473206,6482.548828125,6546.427734375,63.87890625,6522.0,6592.0,70.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.jclepro.2016.12.172,Using site-specific life cycle assessment methodology to evaluate Chinese wastewater treatment scenarios: A comparative study of site generic and site-specific methods,1,1,1,461,1024,563,2,2,0.09860386280342937,0.16098790569230914,0.062384042888879776,6456.51953125,6546.427734375,89.908203125,6496.0,6590.0,94.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.resconrec.2019.04.034,Life cycle assessment and costing of wastewater treatment systems coupled to constructed wetlands,1,1,1,544,1024,480,2,2,0.10513852629810572,0.1608365848660469,0.05569805856794119,6469.7734375,6546.427734375,76.654296875,6500.0,6592.0,92.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.envint.2019.105215,Life cycle assessment of decentralized greywater treatment systems with reuse at different scales in cold regions,1,1,1,601,1024,423,2,2,0.11390253528952599,0.16091023199260235,0.04700769670307636,6478.876953125,6546.427734375,67.55078125,6522.0,6592.0,70.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.scitotenv.2022.160842,Integrating life cycle assessment with quantitative microbial risk assessment for a holistic evaluation of sewage treatment plant,1,1,1,560,1024,464,2,2,1.6070407861843705,0.16123843286186457,-1.445802353322506,6472.328125,6546.427734375,74.099609375,6520.0,6592.0,72.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.scitotenv.2016.05.110,Benchmarking wastewater treatment plants under an eco-efficiency perspective,1,1,1,495,1024,529,2,2,0.09809853928163648,0.1607991480268538,0.06270060874521732,6461.9482421875,6546.427734375,84.4794921875,6498.0,6592.0,94.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.wasman.2021.11.005,Environmental performance of dewatered sewage sludge digestate utilization based on life cycle assessment,1,1,1,414,1024,610,2,2,0.08980706613510847,0.16049571614712477,0.0706886500120163,6449.0126953125,6546.427734375,97.4150390625,6496.0,6590.0,94.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.scitotenv.2024.172891,Life cycle assessment to evaluate the integral water cycle in industrial supply: A real case study,1,1,1,556,1024,468,2,2,0.10509370407089591,0.16130832210183144,0.056214618030935526,6471.689453125,6546.427734375,74.73828125,6500.0,6592.0,92.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.scitotenv.2018.08.237,Assessing the effects of environmentally relevant concentrations of antidepressant mixtures to fathead minnows exposed over a full life cycle,0,0,0,786,1024,238,2,2,0.14067389257252216,0.16083656391128898,0.020162671338766813,6508.4208984375,6546.427734375,38.0068359375,6546.0,6592.0,46.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.jenvman.2019.109362,A comparative life cycle assessment for sustainable cement production in Turkey,1,1,1,545,1023,478,2,2,0.10549902124330401,0.16115977196022868,0.05566075071692467,6469.93359375,6546.2685546875,76.3349609375,6500.0,6592.0,92.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.scitotenv.2023.166778,Constructed wetlands with recycled concrete for wastewater treatment in cold climate: Performance and life cycle assessment,1,1,1,675,1024,349,2,2,0.12875362299382687,1.6067099091596901,1.4779562861658633,6490.6943359375,6546.427734375,55.7333984375,6524.0,6592.0,68.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.scitotenv.2021.150409,"Resource recovery in life cycle assessment of sludge treatment: Contribution, sensitivity, and uncertainty",1,1,1,565,1024,459,2,2,0.10543720191344619,0.1610311446711421,0.05559394275769591,6473.126953125,6546.427734375,73.30078125,6520.0,6592.0,72.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.jclepro.2024.141792,Environmental and economic life cycle assessment of emerging sludge treatment routes,1,1,1,563,1024,461,2,2,0.1054330188781023,0.1609017658047378,0.055468746926635504,6472.8076171875,6546.427734375,73.6201171875,6520.0,6592.0,72.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.jclepro.2020.122006,Life cycle thinking applied to phytoremediation of dairy wastewater using aquatic macrophytes for treatment and biomass production,1,1,1,667,1024,357,2,2,0.12151242792606354,0.16106336284428835,0.03955093491822481,6489.4169921875,6546.427734375,57.0107421875,6524.0,6592.0,68.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.scitotenv.2020.141176,Quantifying urban wastewater treatment sector's greenhouse gas emissions using a hybrid life cycle analysis method - An application on Shenzhen city in China,1,1,1,623,1024,401,2,2,0.11395989218726754,0.16078955261036754,0.046829660423099995,6482.3896484375,6546.427734375,64.0380859375,6522.0,6592.0,70.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.cherd.2023.11.016,Life cycle environmental impact assessment of slaughterhouse wastewater treatment,1,1,1,374,1024,650,2,2,0.08198623219504952,0.1609709500335157,0.07898471783846617,6442.6240234375,6546.427734375,103.8037109375,6494.0,6590.0,96.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.jclepro.2010.02.009,"Towards sustainability in urban water: a life cycle analysis of the urban water system of Alexandria City, Egypt",1,1,1,440,831,391,2,2,0.08836212800815701,0.13945261668413877,0.05109048867598176,6453.1640625,6515.6064453125,62.4423828125,6496.0,6568.0,72.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.jenvman.2014.10.011,Selection of odour removal technologies in wastewater treatment plants: A guideline based on Life Cycle Assessment,1,1,1,526,1023,497,2,2,1.6233457322232425,0.16127375606447458,-1.462071976158768,6466.8994140625,6546.2685546875,79.369140625,6498.0,6592.0,94.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.scitotenv.2018.11.209,HIT.WATER scheme: An integrated LCA-based decision-support platform for evaluation of wastewater discharge limits,1,1,1,615,1024,409,2,2,0.11432193219661713,0.1610178048722446,0.04669587267562747,6481.1123046875,6546.427734375,65.3154296875,6522.0,6592.0,70.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.watres.2019.115443,Comparative environmental and economic life cycle assessment of high solids anaerobic co-digestion for biosolids and organic waste management,1,1,1,505,1023,518,2,2,0.09814418107271194,0.16145533975213766,0.06331115867942572,6463.544921875,6546.2685546875,82.7236328125,6498.0,6592.0,94.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.biortech.2021.126230,Life cycle and techno-economic assessment of source-separated wastewater-integrated microalgae biofuel production plant: A nutrient organization approach,1,1,1,392,1024,632,2,2,0.08934940304607153,0.160778583958745,0.07142918091267347,6445.5,6546.427734375,100.927734375,6496.0,6590.0,94.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.resconrec.2024.107469,Life cycle assessment of wastewater reuse alternatives in urban water system,1,1,1,395,1024,629,2,2,0.0894298842176795,0.16096501890569925,0.07153513468801975,6445.9794921875,6546.427734375,100.4482421875,6496.0,6590.0,94.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.mex.2020.101004,Extracting the characteristics of life cycle assessments via data mining,1,1,1,403,1024,621,2,2,0.08956581214442849,0.16111212223768234,0.07154631009325385,6447.2568359375,6546.427734375,99.1708984375,6496.0,6590.0,94.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.rineng.2023.101565,"Life cycle cost analysis of sustainable reinforced concrete buildings with treated wastewater, recycled concrete aggregates, and fly ash",0,0,0,510,1024,514,2,2,0.09903354942798615,0.16090998193249106,0.06187643250450492,6464.3427734375,6546.427734375,82.0849609375,6498.0,6592.0,94.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.scs.2013.02.003,Estimation of the effects of chemically-enhanced treatment of urban sewage system based on life-cycle management,1,1,1,572,1024,452,2,2,0.10828483384102583,0.16109825624153018,0.05281342240050435,6474.244140625,6546.427734375,72.18359375,6522.0,6592.0,70.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.jclepro.2020.123296,A framework for good practices to assess abiotic mineral resource depletion in Life Cycle Assessment,1,1,1,476,1024,548,2,2,0.09795545134693384,0.16101917997002602,0.06306372862309217,6458.9140625,6546.427734375,87.513671875,6498.0,6592.0,94.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.jclepro.2021.129344,Analysis of the environmental impacts of waterproofing versus conventional vegetable tanning process-A life cycle analysis study,1,1,1,549,1024,475,2,2,0.10515408404171467,0.16094243712723255,0.05578835308551788,6470.572265625,6546.427734375,75.85546875,6500.0,6592.0,92.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.jclepro.2013.07.061,Life Cycle Assessment of water treatment: what is the contribution of infrastructure and operation at unit process level?,1,1,1,471,1024,553,2,2,0.09782005567103624,0.1610028096474707,0.06318275397643447,6458.1162109375,6546.427734375,88.3115234375,6498.0,6592.0,94.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.jclepro.2022.135110,Life cycle analysis of polylactic acids from different wet waste feedstocks,1,1,1,711,1024,313,2,2,0.13089578319340944,0.16094842599704862,0.030052642803639174,6496.4443359375,6546.427734375,49.9833984375,6526.0,6592.0,66.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.jclepro.2019.03.335,"Leather tanning: Life cycle assessment of retanning, fatliquoring and dyeing",1,1,1,644,1024,380,2,2,0.12147512193769217,0.16042016725987196,0.038945045322179794,6485.744140625,6546.427734375,60.68359375,6522.0,6592.0,70.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.scitotenv.2021.146396,The potential of dairy manure and sewage management pathways towards a circular economy: A meta-analysis from the life cycle perspective,1,1,1,556,1024,468,2,2,0.10967629542574286,1.6209610849618912,1.5112847895361483,6471.689453125,6546.427734375,74.73828125,6500.0,6592.0,92.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.jclepro.2016.10.113,The economic and environmental implications of wastewater management policy in China: From the LCA perspective,1,1,0,377,1024,647,2,2,0.0846873358823359,0.16119494615122676,0.07650761026889086,6443.103515625,6546.427734375,103.32421875,6494.0,6590.0,96.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.jece.2023.109302,Treatment of laundry wastewater by different processes: Optimization and life cycle assessment,1,1,1,509,1024,515,2,2,0.09919722331687808,0.1612301510758698,0.06203292775899172,6464.18359375,6546.427734375,82.244140625,6498.0,6592.0,94.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.jclepro.2024.141624,Performance and life cycle assessment of moving-bed biofilm and integrated fixed-film reactors to upgrade activated sludge systems,1,1,1,665,1024,359,2,2,0.12182773603126407,0.16086853295564651,0.03904079692438245,6489.09765625,6546.427734375,57.330078125,6524.0,6592.0,68.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.energy.2022.126294,"Energy, environment and economy assessment of sewage sludge incineration technologies in China",1,1,1,493,1024,531,2,2,0.10134004196152091,0.16076410096138716,0.05942405899986625,6461.62890625,6546.427734375,84.798828125,6498.0,6592.0,94.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.ese.2023.100258,Environmental sustainability opportunity and socio-economic cost analyses of phosphorus recovery from sewage sludge,1,1,1,636,1023,387,2,2,0.11450968403369188,0.1612877151928842,0.046778031159192324,6484.46484375,6546.2685546875,61.8037109375,6522.0,6592.0,70.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.scitotenv.2021.146834,Resilience and life cycle assessment of ion exchange process for ammonium removal from municipal wastewater,1,1,1,636,1024,388,2,2,0.11427936190739274,0.16108353482559323,0.04680417291820049,6484.46484375,6546.427734375,61.962890625,6522.0,6592.0,70.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.jclepro.2019.118768,Evaluation of different practices to estimate construction inventories for life cycle assessment of small to medium wastewater treatment plants,1,1,1,661,1024,363,2,2,1.5358405229635537,0.1609637881629169,-1.3748767348006368,6488.458984375,6546.427734375,57.96875,6524.0,6592.0,68.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.scitotenv.2022.159915,Life cycle environmental impacts of using food waste liquid fodder as an alternative for pig feeding in a conventional Cuban farm,1,1,1,572,1024,452,2,2,0.10614972095936537,0.1610821196809411,0.05493239872157574,6474.244140625,6546.427734375,72.18359375,6522.0,6592.0,70.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.jclepro.2022.130680,Environmental and economic performances of municipal solid waste incineration fly ash low-temperature utilization: An integrated hybrid life cycle assessment,1,1,1,515,1024,509,2,2,0.10478383395820856,0.1611563847400248,0.056372550781816244,6465.1435546875,6546.427734375,81.2841796875,6498.0,6592.0,94.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.jclepro.2022.132668,"Phenolic-rich bio-oil production by microwave catalytic pyrolysis of switchgrass: Experimental study, life cycle assessment, and economic analysis",1,1,1,670,1024,354,2,2,0.124078796710819,0.16093772696331143,0.03685893025249243,6489.8955078125,6546.427734375,56.5322265625,6524.0,6592.0,68.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.ecoleng.2024.107423,Assessing the effect of local characteristics on environmental impacts of Constructed Wetlands by regionalized life cycle assessment,1,1,1,439,1024,585,2,2,0.09001180296763778,0.16115651465952396,0.07114471169188619,6453.0048828125,6546.427734375,93.4228515625,6496.0,6590.0,94.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.jclepro.2024.140845,Carbon-based composites in advanced wastewater treatment: A life cycle assessment of TiO2 and GO-TiO2 solar photocatalysis,1,1,1,493,1024,531,2,2,0.09798135422170162,0.1613783952780068,0.06339704105630517,6461.62890625,6546.427734375,84.798828125,6498.0,6592.0,94.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.jenvman.2024.120711,Life cycle assessment and technoeconomic analysis of biofuels produced from polyculture microalgae cultivated in greywater,1,1,1,474,1024,550,2,2,0.09783083386719227,1.596134150866419,1.4983033169992268,6458.5947265625,6546.427734375,87.8330078125,6498.0,6592.0,94.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.jwpe.2024.106493,A pilot trial-based life cycle assessment of self-forming dynamic membrane bioreactor (SFDMBR) and comparative analysis with conventional treatment processes,1,1,1,547,1023,476,2,2,0.10470684804022312,0.1613705730997026,0.056663725059479475,6470.2529296875,6546.2685546875,76.015625,6500.0,6592.0,92.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.dwt.2024.100364,Performances of constructed wetland system to treat whey and dairy wastewater during a macrophytes life cycle,0,0,0,575,1024,449,2,2,0.10559155186638236,0.16096151480451226,0.0553699629381299,6474.7236328125,6546.427734375,71.7041015625,6522.0,6592.0,70.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.jclepro.2014.03.004,Proposed model for assessing the contribution of the indicators obtained from the analysis of life-cycle inventory to the generation of industry innovation,1,1,1,493,1024,531,2,2,0.09792700177058578,0.16086108284071088,0.0629340810701251,6461.62890625,6546.427734375,84.798828125,6498.0,6592.0,94.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.spc.2024.04.016,A review of techno-economic analyses and life cycle greenhouse gas emissions of biomass-to-hydrocarbon drop-in fuels,1,1,1,590,1024,434,2,2,0.12025948381051421,0.1611547078937292,0.040895224083215,6477.1201171875,6546.427734375,69.3076171875,6522.0,6592.0,70.0
