Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record,LCA_prediction,LCA_raw_response,LCA_elapsed_s,abstract_missing
J,"Tran, CNN; Illankoon, IMCS; Tam, VWY",,,,"Tran, Cuong N. N.; Illankoon, I. M. Chethana S.; Tam, Vivian W. Y.",,,Decoding Concrete's Environmental Impact: A Path Toward Sustainable Construction,BUILDINGS,,,,,,,,,,,,"The construction industry is a major contributor to global greenhouse gas emissions, driven by the extensive use of conventional concrete in building activities. This study evaluates the environmental impacts of various concrete types, including innovative alternatives, using a computational life cycle assessment (LCA) model tailored to the Australian context. Key stages considered include raw material extraction, production, transportation, and end-of-life recycling. Results demonstrate that replacing 40% of cement with supplementary cementitious materials (SCMs) such as fly ash reduces global warming potential (GWP) by up to 25% compared to conventional concrete. Furthermore, carbonation curing technology shows a 15% reduction in CO2 emissions during the production phase, underscoring its potential to significantly enhance sustainability in construction. High-strength concrete poses significant ecological challenges; however, incorporating SCMs such as fly ash, blast-furnace slag, and silica fume effectively mitigates these impacts. Recycling 60% of concrete demolition waste further decreases environmental impacts by over 20%, aligning with circular economy principles and supporting resource recovery. The findings provide actionable insights for engineers, architects, and policymakers, facilitating the design of sustainable concrete solutions that balance structural performance with reduced ecological footprints. Future research should explore dynamic modelling and broader socio-economic factors to refine sustainable practices. This study underscores the critical importance of adopting innovative materials and recycling practices to minimise the environmental impact of construction activities globally.",,,,,"; Illankoon, I.M. Chethana S/AAS-3700-2020; Tran, Cuong/V-8697-2018","Tam, Vivian/0000-0002-1074-8018; Illankoon, I.M. Chethana S/0000-0002-4524-8785; Tran, Cuong/0000-0003-0968-6603",,,,,,,,,,,,,,2075-5309,,,,FEB,2025,15.0,3,,,,,,,442,10.3390/buildings15030442,0.0,,,,,,,,,,,,,WOS:001419249400001,0,1,1,5.29,False
J,"García-Gutiérrez, P; Tonini, D; Klenert, D; Marschinski, R; Saveyn, HGM",,,,"Garcia-Gutierrez, Pelayo; Tonini, Davide; Klenert, David; Marschinski, Robert; Saveyn, Hans G. M.",,,Environmental and economic assessment of waste lubricant oil management in the EU,JOURNAL OF CLEANER PRODUCTION,,,,,,,,,,,,"Of the 4.3 million tonnes lubricating oils placed on the EU28 market in 2017, 2 Mt (47 %) were potentially collectible. Of the 1.6 Mt collected, 61 % were regenerated and 39 % followed energy recovery pathways, such as conversion to fuel or combustion in industrial boilers, kilns and incinerators. Considering that energy recovery also offers important benefits, it is still unclear to which extent a further increase of regeneration would bring additional benefits. To answer this question, the present study applies life cycle assessment and costing methods to analyse the impacts of eight alternative pathways for the management of waste oil, including three regeneration pathways (hydro-treatment, solvent extraction and distillation) and five energy recovery pathways (two types of distillation into fuel oil, direct incineration in cement kilns, in hazardous waste incinerators and in industrial boilers). Whereas regeneration outperforms all energy recovery pathways from a climate change perspective, achieving savings of 344-537 kg CO2-eq t(-1) of waste oil regenerated, the results are more nuanced when considering the life cycle costs, where regeneration (achieving cost savings of 236-357 EUR t(- 1)) is robustly superior only to the different forms of direct incineration. A similar outcome is observed for the full environmental life cycle costs. In terms of policy implications, the findings suggest that current evidence would not justify a general preferential treatment and support of waste oil regeneration vis-a-vis the other treatment channels, especially conversion to fuel.",,,,,,"Saveyn, Hans GM/0000-0001-7362-2108; Klenert, David/0000-0003-3186-0938",,,,,,,,,,,,,0959-6526,1879-1786,,,,FEB 10,2025,492.0,,,,,,,,144878,10.1016/j.jclepro.2025.144878,0.0,,FEB 2025,,,,,,,,,,,WOS:001417069500001,0,1,1,6.07,False
J,"Ede, JD; Charlton-Sevcik, AK; Griffin, J; Srinivasan, P; Zhang, YY; Sayes, CM; Hsieh, YL; Stark, N; Shatkin, JA",,,,"Ede, James D.; Charlton-Sevcik, Amanda K.; Griffin, Julia; Srinivasan, Padmapriya; Zhang, Yueyang; Sayes, Christie M.; Hsieh, You-Lo; Stark, Nicole; Shatkin, Jo Anne",,,Life-Cycle Risk Assessment of Second-Generation Cellulose Nanomaterials,NANOMATERIALS,,,,,,,,,,,,"A nanomaterial life-cycle risk assessment (Nano LCRA) was conducted for second-generation functionalized cellulose nanomaterials (CNs) in five case studies, including applications in water filtration, food contact packaging (including as an additive and coating), and food additives, to identify and prioritize potential occupational, health, consumer, and environmental risks. Exposure scenarios were developed and ranked for each product life-cycle stage. A Safer-by-Design Toolbox (SbD Toolbox) representing a compendium of high-throughput physical, chemical, and toxicological new approach methodologies (NAMs) was used for a screening-level hazard assessment. Overall, risks identified for the CN-enabled products were low. Of the exposure scenarios, occupational inhalation exposures during product manufacturing and application ranked the highest. Despite differences in chemistry and morphology, the materials behaved similarly in oral, dermal, and inhalation models, supporting their grouping and read-across. The screening-level hazard assessment identified potential lung inflammation associated with CN exposure, and a review of the literature supported this funding, suggesting CNs behave as poorly soluble, low-toxicity dusts with the potential to irritate the lung. Key research gaps to reduce uncertainty include evaluating long-term, low-dose exposures typical of the workplace, as well as the potential release and toxicity of CN-containing composite particles.",,,,,"; Sayes, Christie/C-1333-2016","Hsieh, You-Lo/0000-0003-4795-260X; Shatkin, Jo Anne/0000-0001-9015-8642; Zhang, Yueyang/0000-0001-9219-7637; Griffin, Julia/0000-0003-2765-2722; Ede, James/0000-0002-9470-9859; Stark, Nicole/0000-0002-9246-5205;",,,,,,,,,,,,,,2079-4991,,,,FEB,2025,15.0,3,,,,,,,238,10.3390/nano15030238,0.0,,,,,,,,39940214.0,,,,,WOS:001418737500001,0,0,0,5.56,False
J,"Gallegos, MF; Araya-Letelier, G; Lopez-Garcia, D; Hutt, CM",,,,"Gallegos, Marco F.; Araya-Letelier, Gerardo; Lopez-Garcia, Diego; Molina Hutt, Carlos",,,Loss and Downtime Assessment of RC Dual Wall-Frame Office Buildings Toward Resilient Seismic Performance,SUSTAINABILITY,,,,,,,,,,,,"This study quantitatively assesses the impact of seismic design strategies on the performance of reinforced concrete (RC) dual wall-frame office buildings by comparing direct and indirect economic losses and downtime in life-cycle terms. A high-rise archetype building located in Santiago, Chile, on stiff soil was evaluated as a benchmark case study. Three design strategies to potentially enhance the seismic performance of a building designed conventionally were explored: (i) incorporating fluid viscous dampers (FVDs) in the lateral load-resisting structure; (ii) replacing conventional non-structural components with enhanced ones (ENCs); and (iii) a combination of the previous two strategies. First, probabilistic structural responses were estimated through incremental dynamic analyses using three-dimensional nonlinear models of the archetypes subjected to a set of hazard-consistent Chilean ground motions. Second, FEMA P-58 time-based assessment was conducted to estimate expected annual losses (EALs) for economic loss estimation. Finally, for downtime assessment, a novel probabilistic framework, built on the FEMA P-58 methodology and the REDi guidelines, was employed to estimate the expected annual downtimes (EADs) to achieve specific target recovery states, such as reoccupancy (RO) and functional recovery (FR). Results revealed that seismically enhancing RC dual wall-frame buildings with FVDs significantly improves resilience by reducing loss and downtime. For example, the enhanced building with FVDs achieved an EAL of 0.093% and EAL of 8.6 days for FR, compared to the archetype base building without design improvements, which exhibited an EAL of 0.125% and an EAD of 9.5 days for FR. In contrast, the impact of ENCs alone was minor, compared to the effect of FVDs, with an EAL of 0.106% and an EAD of 9.1 days for FR. With this detailed recovery modeling, probabilistic methods, and a focus on intermediate recovery states, this framework represents a significant advancement in resilience-based seismic design and recovery planning.",,,,,"; Lopez-Garcia, Diego/D-1927-2014; Araya-Letelier, Gerardo/GNH-2152-2022; Gallegos, Marco F/HGF-1503-2022","Molina Hutt, Carlos/0000-0003-2116-1201; Lopez-Garcia, Diego/0000-0001-6859-0009; Araya-Letelier, Gerardo/0000-0003-4252-1341; Gallegos, Marco F/0000-0001-9958-4883",,,,,,,,,,,,,,2071-1050,,,,FEB,2025,17.0,3,,,,,,,1200,10.3390/su17031200,0.0,,,,,,,,,,,,,WOS:001419432000001,0,0,0,5.62,False
J,"Grigorjev, V; Azenha, M; De Belie, N",,,,"Grigorjev, Vadim; Azenha, Miguel; De Belie, Nele",,,Towards Sustainable Masonry Construction Through Natural Aggregate Replacement by Fine Recycled Aggregates in Cement-Lime Mortars,SUSTAINABILITY,,,,,,,,,,,,"Sustainable development relies on the circularity in the built environment, which, in turn, includes recycling construction and demolition waste and using recycled materials. However, using fine recycled fractions is challenging, especially considering the requirements for new building applications. Yet, producing more widely applied recycled coarse aggregates usually leads to the simultaneous generation of recycled sand fraction, which contains many fines that pose potential problems. This work presents the direct incorporation of concrete and mixed waste-based recycled sand and recycled fines in masonry mortars, on the one hand, as a complete aggregate replacement and, on the other, only replacing the finest aggregate fraction. Such mortars are assessed based on the fresh and hardened mortar properties and are compared to natural aggregate-containing mortars. In the fresh state, the mortars with recycled fines and recycled sand required more mixing water to produce comparable consistency and workability. In a hardened state, mortars with recycled mixed waste sand and fines have demonstrated increased mechanical strength compared to natural aggregate mortars. In contrast, those containing recycled concrete aggregates and fines were inferior in that regard. This indicates the potential of using recycled mixed waste fractions to improve masonry mortar performance, although both types might be important in enhancing the sustainability of masonry construction.",,,,,"Azenha, Miguel/AGE-5476-2022; Grigorjev, Vadim/MVW-6167-2025","Azenha, Miguel/0000-0003-1374-9427; De Belie, Nele/0000-0002-0851-6242; Grigorjev, Vadim/0000-0003-4668-9133",,,,,,,,,,,,,,2071-1050,,,,FEB,2025,17.0,3,,,,,,,1269,10.3390/su17031269,0.0,,,,,,,,,,,,,WOS:001419649900001,0,0,0,4.61,False
J,"Huang, YR; Gao, J; Wang, L; Zhu, JR; Li, WJ",,,,"Huang, Yeran; Gao, Jian; Wang, Lin; Zhu, Jierui; Li, Wanjun",,,A Framework of Life-Cycle Infrastructure Digitalization for Highway Asset Management,SUSTAINABILITY,,,,,,,,,,,,"With increased highway mileage, various types and quantities of infrastructure are equipped on the roadside to improve traffic safety and efficiency but also encounter difficulty in asset management. The collected data are separately stored with diverse formats, granularity and quality, causing repeated acquisitions and islands of information coherence. The life-cycle interoperability of infrastructure data are required to support life-cycle application scenarios in sustainable development. This paper analyzes 459 papers and 538 survey questionnaires to obtain the literature and practical digital requirements, including unified classification and standardized formats, linkage from separated data sources, support for data analysis across different scenarios, etc. To satisfy these requirements, an infrastructure digitalization framework is proposed, including road infrastructure and other data, data governance, life-cycle data integration, application scenarios, regulations and standards, and performance assessment. The application scenarios involve four categories-design and construction, maintenance, operation, and highway administration-each of which contains four or five scenarios. Then, the data integration approach is first developed with master data identification and determination of data elements for data interoperation between different application scenarios, using a modified data-process matrix, correlation matrix, and evaluation factors. A data relationship model is adopted to present static and dynamic correlations from the multi-source data. Numerical experiments are implemented with two practical highway administration and maintenance systems to demonstrate the effectiveness of the data integration approach. Master data identification and data element determination are applied to guide life-cycle data interoperation.",,,,,"; li, wanjun/LDE-5564-2024","Zhu, Jierui/0009-0005-8106-8887; Huang, Yeran/0009-0000-7381-7861;",,,,,,,,,,,,,,2071-1050,,,,FEB,2025,17.0,3,,,,,,,907,10.3390/su17030907,0.0,,,,,,,,,,,,,WOS:001419400700001,0,0,0,5.09,False
J,"Javed, MH; Ahmad, A; Rehan, M; Musharavati, F; Nizami, AS; Khan, MI",,,,"Javed, Muhammad Hassan; Ahmad, Anees; Rehan, Mohammad; Musharavati, Farayi; Nizami, Abdul-Sattar; Khan, Mohammad Ilyas",,,Advancing Sustainable Energy: Environmental and Economic Assessment of Plastic Waste Gasification for Syngas and Electricity Generation Using Life Cycle Modeling,SUSTAINABILITY,,,,,,,,,,,,"The explosion of plastic waste generation, approaching 400 million tons per year, has created a worldwide environmental crisis that conventional waste management systems cannot handle. This problem can be solved through gasification, which converts nonrecyclable plastics to syngas with potential applications in electricity generation and synthetic fuel production. This study investigates whether syngas production from plastic waste by gasification is environmentally and economically feasible. Environmental impacts were assessed through a life cycle assessment framework using a life cycle impact assessment approach, ReCiPe 2016, with 10 midpoint/endpoint categories. Midpoint results of the baseline scenario with grid-mix electricity revealed climate change (GWP) of 775 kg CO2 equivalent and fossil depletion potential (FDP) of 311 kg oil equivalent per ton of plastic waste. Meanwhile, a solar scenario showed GWP as 435 kg CO2 equivalent and FDP as 166 kg oil equivalent per ton of plastic waste. Switching to solar energy cut GWP 44% and FDP 47%, respectively. However, the tradeoffs were higher human toxicity potential (HTP) and marine ecotoxicity potential (METP) due to upstream material extraction of renewable systems, respectively. Among environmental performance drivers, electricity inputs and operating materials were identified through sensitivity and uncertainty analyses. Syngas production from a plant of 50 tons per day can yield electricity sales revenue of USD 4.79 million, excluding USD 4.05 million in operational expenditures. Financial indicators like a 2.06-year payback period, USD 5.32 million net present value over a 20-year project life, and 38.2% internal rate of return indicate the profitability of the system. An external cost analysis showed emissions-related costs of USD 26.43 per ton of plastic waste processed, dominated by CO2 and NOx emissions. Despite these costs, the avoided impacts of less landfilling/incineration and electricity generation support gasification. Gasification should be promoted as a subsidy and incentive by policymakers for wider adoption and integration into municipal waste management systems. Findings show it can be adapted to global sustainability goals and circular economy principles while delivering strong economic returns. The study findings also contribute to several Sustainable Development Goals (SDGs), for instance, SDG 7 by promoting clean energy technologies, SDG 12 by implementing circular economy, and SDG 13 by reducing greenhouse gas (GHG) emissions.",,,,,"; Nizami, Abdul-Sattar/G-5226-2014; Javed, Muhammad Hassan/JCD-8504-2023; Khan, Mohammad Ilyas/AAH-8246-2020; Rehan, Mohammad/I-5609-2012","Ahmad, Anees/0009-0003-3065-8698; Nizami, Abdul-Sattar/0000-0003-3294-9256; Javed, Muhammad Hassan/0009-0004-7753-6767; Khan, Mohammad Ilyas/0000-0003-2921-1314; Rehan, Mohammad/0000-0002-1019-8677",,,,,,,,,,,,,,2071-1050,,,,FEB,2025,17.0,3,,,,,,,1277,10.3390/su17031277,0.0,,,,,,,,,,,,,WOS:001419378300001,0,1,1,7.95,False
J,"Romero, TER; Eras, JJC; Gutierrez, AS; Fandiño, JMM; Bayona, JGR",,,,"Romero, Tomas Enrique Rodriguez; Eras, Juan Jose Cabello; Gutierrez, Alexis Sagastume; Fandino, Jorge Mario Mendoza; Bayona, Juan Gabriel Rueda",,,The Energy Potential of Agricultural Biomass Residues for Household Use in Rural Areas in the Department La Guajira (Colombia),SUSTAINABILITY,,,,,,,,,,,,"Cooking with firewood in inefficient stoves primarily affects the rural population in poor and developing countries, usually lacking access to clean and modern energy sources. La Guajira, Colombia, is especially affected, with 40% to 60% of the departmental households relying on firewood, which increases to 80% in rural areas. In the department, only 40.4% of the population have access to natural gas, which drops to 6% in the indigenous reservations, while 68.4% have access to electricity, which reduces to 22% in indigenous reservations. Rural areas with agricultural production in the department can benefit from biomass wastes to address firewood consumption. This study quantified the agricultural biomass waste inventory in La Guajira to assess their availability for energy valorization as cooking fuel or, when possible, for electricity generation. The geolocalization of biomass wastes and rural communities was developed to overlap biomass production with the demand for firewood. Moreover, briquetting, anaerobic digestion, and direct combustion were considered small- and medium-scale options for the energy valorization of biomass wastes. Results highlighted the department's yearly production of 292,760 to 522,696 t of agricultural biomass wastes between 2010 and 2023. These wastes could yield an estimated 381 to 521 TJ/year of electricity using direct combustion, coinciding with some 21% to 28% of the electricity demand in 2022 in La Guajira. Furthermore, this electricity potential could replace 57% to 78% of the demand for firewood in the department using electric stoves. Moreover, anaerobic digestion could produce from 8.6 to 10 million m3/year, enough to replace between 16% and 18% of the demand for firewood using biogas stoves. Finally, briquettes could replace between 28% and 49% of the firewood demand, considering the adoption of improved biomass stoves. Considering that direct combustion and anaerobic digestion technologies would be efficient on the medium scale, briquettes surfaced as the most viable approach at the small scale to take advantage of agricultural wastes to replace firewood in households in rural areas.",,,,,"Cabello Eras, Juan José/J-8405-2019; Rueda Bayona, Juan Gabriel/AAQ-7604-2020; Sagastume Gutierrez, Alexis/L-3171-2016","Cabello Eras, Juan José/0000-0003-0949-0862; Rueda Bayona, Juan Gabriel/0000-0003-3806-2058; Sagastume Gutierrez, Alexis/0000-0003-0188-7101; Mendoza, Jorge/0000-0001-5349-9958",,,,,,,,,,,,,,2071-1050,,,,FEB,2025,17.0,3,,,,,,,974,10.3390/su17030974,0.0,,,,,,,,,,,,,WOS:001419554700001,0,0,0,6.1,False
J,"Roulleau, L; Vauche, L; Marsan, D; Boutry, H; Colas, L; Doré, JB; Divay, A; Di Cioccio, L",,,,"Roulleau, Lea; Vauche, Laura; Marsan, Didier; Boutry, Herve; Colas, Leo; Dore, Jean-Baptiste; Divay, Alexis; Di Cioccio, Lea",,,Indium Phosphide Semiconductor Technology for Next-Generation Communication Systems: Sustainability and Material Considerations,SUSTAINABILITY,,,,,,,,,,,,"Indium phosphide (InP) semiconductor technology is being explored for radiofrequency (RF) applications, targeting frequencies exceeding 100 GHz, to support the next generation of 6G communication systems. When taking into account sustainability in designing this future generation, growing concerns are emerging regarding the environmental impact of communication networks and the reliance on raw materials for the production of Information and Communication Technologies (ICTs). The extraction, processing, and manufacturing of such materials and semiconductor technologies result in environmental impacts, but these impacts remain insufficiently documented. Firstly, this study evaluates the environmental impacts of manufacturing indium phosphide (InP) wafers based on industrial data and those of InP-based heterojunction bipolar transistors (HBTs) based on early-stage research data. Secondly, this study attempts to highlight the challenges posed by the increasing demand for high-tech solutions, involving raw materials, by evaluating the potential demand for indium for RF 6G applications, with a deployment scenario.",,,,,"Divay, Alexis/GQH-7273-2022; Vauche, Laura/C-6699-2015; Doré, Jean-Baptiste/AAP-6644-2020; Vauche, Laura/C-6699-2015","Vauche, Laura/0000-0002-9553-3445; Doré, Jean-Baptiste/0000-0001-6673-5876;",,,,,,,,,,,,,,2071-1050,,,,FEB,2025,17.0,3,,,,,,,1339,10.3390/su17031339,0.0,,,,,,,,,,,,,WOS:001419378500001,0,0,0,4.16,False
J,"Vallejos, X; Hidalgo, S; González, B; Neumann, P",,,,"Vallejos, Ximena; Hidalgo, Steven; Gonzalez, Belen; Neumann, Patricio",,,Estimation of the Water Footprint of Wood Construction in Chile Using a Streamlined Input-Output-Based Model,SUSTAINABILITY,,,,,,,,,,,,"Wood construction is often proposed to reduce the construction sector's greenhouse gas emissions due to its carbon sequestration potential. However, forestry significantly impacts natural water flows and increases water use-a critical concern in Chile. This study evaluates the water footprint of wood construction in Chile, considering direct and indirect water consumption under various scenarios. An input-output model was developed to quantify economic interactions, incorporating a new wood-construction sector based on data from a model house. An environmental extension matrix was also created to account for blue water (groundwater and surface water extraction) and green water (rainwater absorbed from soil) consumption. Future scenarios for the residential building sector were defined based on different growth rates for wood-based construction and current construction methods, and the model was resolved using the scenarios as demand vectors. The results indicate that wood construction's water footprint is 2.38-2.47 times higher than conventional construction methods, with over 64% linked to forestry's green water demand. By 2050, increased wood construction could raise the sector's total water footprint by 30.0-31.8%. These findings underscore the need to assess water consumption as a critical sustainability parameter for wood construction and highlight the value of tools like the water footprint to guide decision-making.",,,,,"Gonzalez-Gaya, Belen/P-6640-2019; Hidalgo, Steven/LZE-7600-2025","Neumann, Patricio/0000-0003-0155-7348; Hidalgo, Steven/0009-0008-0845-1451",,,,,,,,,,,,,,2071-1050,,,,FEB,2025,17.0,3,,,,,,,1061,10.3390/su17031061,0.0,,,,,,,,,,,,,WOS:001419633100001,0,0,0,4.91,False
J,"Garofalo, P; Cammerino, ARB",,,,"Garofalo, Pasquale; Cammerino, Anna Rita Bernadette",,,"Modeling the Performance of a Continuous Durum Wheat Cropping System in a Mediterranean Environment: Carbon and Water Footprint at Different Sowing Dates, Under Rainfed and Irrigated Water Regimes",AGRICULTURE-BASEL,,,,,,,,,,,,"This study evaluates the environmental impacts and productivity of a continuous durum wheat cropping system under three sowing dates and two water regimes, i.e., rainfed and irrigation at flowering in the Mediterranean context, specifically in the Capitanata plain of Apulia, Italy. AquaCrop-GIS was employed to model the yield response of durum wheat on the different sowing dates (15 October, 1 November, and 15 November) and with different water management practices. In addition, the Carbon and Water Footprint (CWFP) tool was used to quantify the environmental impacts in terms of greenhouse gas emissions and water use, including green, blue, and total water components. Results indicated that the total greenhouse gas emissions (CO2_eq) from wheat production averaged 1201.3 kg CO2_eq ha-1, with fertilization, in particular the application of ammonium nitrate and urea, being the main contributor. Soil management practices contributed 362.9 kg CO2_eq ha-1. Early-November sowing achieved the highest productivity, 5573 kg ha-1 under the rainfed option and 5722 kg ha-1 under irrigated management, while mid-November sowing resulted in lower yields and 21% higher CO2_eq emissions per kilogram of grain compared to early November. Water Footprint analysis revealed that early-November sowing had the highest green water demand, with negligible differences in blue water use between sowing dates. Overall, the integration of these data showed that optimizing sowing dates and irrigation practices can significantly improve yields and reduce environmental impacts.",,,,,,"Cammerino, Anna Rita B/0000-0001-6081-7221",,,,,,,,,,,,,,2077-0472,,,,FEB,2025,15.0,3,,,,,,,259,10.3390/agriculture15030259,0.0,,,,,,,,,,,,,WOS:001418444500001,0,1,1,6.07,False
J,"Sobolewska, A; Bukowski, M",,,,"Sobolewska, Agnieszka; Bukowski, Marcin",,,Consumption of Nitrogen Fertilizers in the EU-External Costs of Their Production by Country of Application,AGRICULTURE-BASEL,,,,,,,,,,,,"The production of nitrogen fertilizers results in multiple negative environmental impacts. A particularly important aspect is its energy consumption. Analyses covering the product's life cycle indicate that the greatest environmental harm is generated at the stage of production due to the resulting nitrogen dioxide emissions. The aim of this study was to assess the economic value of the environmental harm caused by the production of the nitrogen fertilizers used in EU farming. The assessment of the environmental damage resulting from the production of mineral nitrogen fertilizers was conducted through a life cycle assessment (LCA). A 'gate-to-gate' approach was applied using Sima Pro 7.1.0.2 software, with the ecoinvent 3 and agri-footprint 5 databases. The value of the external costs for the production of nitrogen fertilizers was determined by applying the environmental prices method. The analysis conducted covered the years 2012-2021. The results indicated a decrease in the environmental damage caused by the production of mineral nitrogen fertilizers used in EU agriculture. There was considerable disparity between individual EU member countries, both in terms of trends concerning the amounts of applied nitrogen fertilizer and the efficacy of their use. In the years 2012-2021 in 18 EU countries, the amount of mineral nitrogen fertilizers used in farming grew, with the greatest increases in Romania, Spain, and Hungary, whereas in 9 countries, their use dropped, with the greatest decreases recorded in Germany, France, and Poland. Marked differences were also found in the efficacy of the use of mineral nitrogen fertilizers, as measured based on the value of the environmental harm caused by the production of the applied fertilizers in relation to the value of the field crop produced.",,,,,"Sobolewska, Agnieszka/AFR-1531-2022; Bukowski, Marcin/AAH-5578-2021","Sobolewska, Agnieszka/0000-0003-4903-6701; Bukowski, Marcin/0000-0001-6241-6421",,,,,,,,,,,,,,2077-0472,,,,FEB,2025,15.0,3,,,,,,,224,10.3390/agriculture15030224,0.0,,,,,,,,,,,,,WOS:001418469800001,0,1,1,6.76,False
J,"Pinho, GCD; Calmon, JL; Medeiros, DL; Pinho, C",,,,"Pinho, Giusilene Costa de Souza; Calmon, Joao Luiz; Medeiros, Diego Lima; Pinho, Clarisse",,,Furniture Wood Waste Management Towards the Circular Economy,APPLIED SCIENCES-BASEL,,,,,,,,,,,,"Wood waste (WW) from the furniture industry is a material that deserves special attention, given that it is still relatively unexplored in manufacturing industries. Therefore, this study aims to elaborate guidelines for decision-making in the furniture industry's wood waste, focusing on the north-central region of the state of Esp & iacute;rito Santo, Brazil, as a spatial outline of the research. The SWOT matrix is the main methodology for this stage of analysis, based on the previous study of Life Cycle Assessments (LCAs), the calculation of the Material Circularity Index (MCI), and the field research conducted in the industries. The obtained results show promising recycling scenarios over energy recovery, and the studied guidelines indicate this path. The three basic guidelines include discouraging the disposal of wood waste potentially usable as raw material into landfills; encouraging the use of wood waste based on the concept of industrial symbiosis; and promoting the creation of a market for the use of WW as a raw material in new products. Finally, with the proposed guidelines, it will be possible to contribute to the decision-making process on the management of wood waste from the furniture industry, reduce the amount of wood waste discarded in landfills, and increase the recycling rate. All of this being covered by a market created and maintained for the adequate management of wood waste. Furthermore, despite focusing on a Brazilian region for analysis, this paper intends to contribute to future research in the field, to be conducted in other locations.",,,,,"Lima Medeiros, Diego/HJA-3481-2022; Calmon, Joao Luiz/J-2290-2017; pinho, Giusilene Costa de/KBA-0321-2024","Lima Medeiros, Diego/0000-0002-6332-7217; Calmon, Joao Luiz/0000-0002-3054-4784; de Souza Pinho, Clarisse/0009-0005-1532-1389; Costa de Souza Pinho, Giusilene/0000-0002-4586-7092;",,,,,,,,,,,,,,2076-3417,,,,FEB,2025,15.0,3,,,,,,,1360,10.3390/app15031360,0.0,,,,,,,,,,,,,WOS:001418478500001,0,1,1,5.28,False
J,"Raymond, AJ; Dejong, JT; Gomez, MG; Kendall, A; San Pablo, ACM; Lee, MY; Graddy, CMR; Nelson, DC",,,,"Raymond, Alena J.; Dejong, Jason T.; Gomez, Michael G.; Kendall, Alissa; San Pablo, Alexandra C. M.; Lee, Minyong; Graddy, Charles M. R.; Nelson, Douglas C.",,,Life Cycle Sustainability Assessment of Microbially Induced Calcium Carbonate Precipitation (MICP) Soil Improvement Techniques,APPLIED SCIENCES-BASEL,,,,,,,,,,,,"Microbially induced calcium carbonate precipitation (MICP) is a biomediated ground improvement technology that uses ureolytic bacteria to precipitate calcium carbonate minerals to improve the strength and stiffness of soils. MICP can be mediated by either augmented non-native or stimulated indigenous microorganisms, resulting in biocemented soils and generated aqueous ammonium (NH4+) byproducts. Although the process has been extensively investigated, the fate and transport of generated NH4+ byproducts has posed an environmental challenge and to date, their associated environmental impacts have remained poorly understood. In an effort to better quantify process impacts, a large-scale experiment was conducted involving three 3.7 m long soil columns, wherein three different ureolytic biocementation treatment approaches were employed. A life cycle sustainability assessment (LCSA) was performed to compare the environmental impacts and costs of these different MICP treatment approaches as well as evaluate the potential environmental benefits of NH4+ byproduct removal using post-treatment rinsing. The objective of this paper is to present the results of the LCSA study. LCSA results suggest that when treatments are consistent with those performed in this study, stimulation can be more sustainable than augmentation, and the use of lower ureolytic rates can further reduce process environmental impacts by achieving greater spatial uniformity and extent of biocementation. The LCSA outcomes also illustrate tension between the environmental benefits afforded by NH4+ byproduct removal and the life cycle impacts and costs associated with this removal. For the specific testing conditions, the injection of 1.8 pore volumes of rinse solutions to remove generated NH4+ byproducts following biocementation was found to minimize environmental impacts; however, further refinement of such approaches will likely result from future field-scale applications.",,,,,"gomez, michael/I-3674-2019; Kendall, Alissa/E-5562-2012","Graddy, Charles/0000-0002-4432-9823; Raymond, Alena/0000-0001-7861-8693; Kendall, Alissa/0000-0003-1964-9080; DeJong, Jason/0000-0002-9809-955X; Lee, Minyong/0000-0002-7436-5374",,,,,,,,,,,,,,2076-3417,,,,FEB,2025,15.0,3,,,,,,,1059,10.3390/app15031059,0.0,,,,,,,,,,,,,WOS:001418487700001,0,1,1,7.01,False
